월,사업부,지역,채널,제품카테고리,고객세그먼트,노출수,클릭율,클릭수,세션수,전환율,주문수,판매단위수,평균단가,매출액,매출원가,매출총이익,마케팅비용,운영비용,영업이익,객단가,반품율,반품금액,이탈율,NPS,CSAT,재고수량,리드타임_일,주문이행율,정시배송율,지원티켓수,평균해결시간_시간,SLA위반건수
2024-09,Online,Busan,Marketplace,F-Outdoor,VIP,11360,0.04243,482,567,0.02004,11,16,62915.46,1006647.33,581965.32,424682.01,226058.71,687887.99,-489264.69,91513.39,0.0391,39387.86,0.0234,41,4.14,981,7.0,0.9554,0.9177,13,35.5,1
2024-09,Online,Busan,App,A-Standard,Mass,9274,0.01617,149,168,0.03175,5,6,30565.68,183394.08,129188.16,54205.92,65318.35,1936763.71,-1947876.13,36678.82,0.0481,8814.81,0.0358,42,3.53,899,7.0,0.9588,0.9889,5,13.5,0
2024-09,Online,Busan,App,A-Standard,Affinity,9725,0.02675,260,346,0.03432,11,17,29644.48,503956.19,348175.95,155780.25,59714.37,1636116.13,-1540050.25,45814.2,0.0112,5641.0,0.0205,52,4.39,254,8.1,0.9161,0.8904,5,30.2,2
2024-09,Online,Busan,App,A-Standard,VIP,8085,0.02676,216,270,0.04127,11,13,31185.71,405414.24,268021.22,137393.02,87697.32,1494698.4,-1445002.7,36855.84,0.0545,22080.02,0.0199,52,4.28,95,6.3,0.9011,0.9705,0,32.0,0
2024-09,Online,Busan,App,B-Pro,Mass,8868,0.03327,295,338,0.01697,5,6,44056.22,264337.33,166127.75,98209.57,130492.6,2552787.31,-2585070.34,52867.47,0.0491,12976.72,0.0354,34,4.75,257,10.2,0.9947,0.9343,13,27.5,0
2024-09,Online,Busan,App,B-Pro,Affinity,10577,0.01814,191,249,0.02293,5,6,44894.46,269366.75,172627.6,96739.16,84396.94,2497334.33,-2484992.12,53873.35,0.0306,8254.68,0.0225,39,4.17,684,4.5,0.9671,1.0,11,27.5,0
2024-09,Online,Busan,App,B-Pro,VIP,8472,0.0252,213,273,0.02552,6,6,43798.17,262789.05,173063.97,89725.08,71771.04,1579108.23,-1561154.19,43798.17,0.0222,5841.88,0.0467,37,4.04,383,8.1,0.9525,0.9207,4,16.1,0
2024-09,Online,Busan,App,C-Ultra,Mass,10745,0.01718,184,235,0.03404,7,11,67277.17,740048.85,444572.31,295476.54,75477.61,1229892.16,-1009893.23,105721.26,0.0322,23840.25,0.0243,43,4.24,1014,6.5,0.9882,0.904,14,21.6,2
2024-09,Online,Busan,App,C-Ultra,Affinity,10374,0.0166,172,183,0.02919,5,9,69052.87,621475.86,363226.92,258248.94,103567.99,1744893.46,-1590212.5,124295.17,0.0369,22907.93,0.026,44,3.99,558,5.4,0.961,0.9054,6,31.9,0
2024-09,Online,Busan,App,C-Ultra,VIP,9031,0.02258,203,230,0.02562,5,9,70379.11,633411.97,381165.41,252246.56,80627.47,2223866.23,-2052247.14,126682.39,0.0564,35706.95,0.0269,45,4.03,650,7.7,0.9515,0.9041,20,31.5,7
2024-09,Online,Busan,App,D-Home,Mass,8740,0.02443,213,257,0.02728,7,11,54392.92,598322.11,378609.97,219712.13,71741.3,131028.37,16942.46,85474.59,0.059,35279.6,0.04,38,4.34,857,5.3,0.9071,0.917,12,30.1,2
2024-09,Online,Busan,App,D-Home,Affinity,8967,0.02167,194,245,0.03142,7,7,54327.71,380293.97,254559.3,125734.68,79092.41,2929770.73,-2883128.47,54327.71,0.0562,21358.48,0.0322,50,4.09,796,4.6,0.9879,0.9839,0,31.3,0
2024-09,Online,Busan,App,D-Home,VIP,10289,0.02466,253,325,0.03948,12,15,57540.62,863109.23,573467.18,289642.05,100445.55,1681101.86,-1491905.37,71925.77,0.0338,29158.56,0.0336,49,3.9,948,10.3,1.0,0.9488,12,33.0,0
2024-09,Online,Busan,App,E-Office,Mass,8759,0.02309,202,259,0.02689,6,8,59413.01,475304.07,305081.13,170222.94,68691.01,1472082.82,-1370550.89,79217.35,0.0243,11571.95,0.0191,21,4.26,813,10.1,0.9064,0.9358,8,28.6,1
2024-09,Online,Busan,App,E-Office,Affinity,6986,0.02361,164,209,0.01804,3,4,62675.05,250700.2,157159.0,93541.21,74149.93,1492201.57,-1472810.29,83566.73,0.0286,7168.86,0.0126,39,4.1,279,9.0,1.0,0.9326,10,18.0,1
2024-09,Online,Busan,App,E-Office,VIP,10862,0.01936,210,233,0.03126,7,11,58849.89,647348.78,390866.9,256481.88,131405.05,530498.31,-405421.47,92478.4,0.0347,22494.54,0.0298,53,4.29,763,5.7,0.9707,0.9841,17,21.7,3
2024-09,Online,Busan,App,F-Outdoor,Mass,11122,0.01493,166,200,0.02467,4,5,67160.06,335800.3,195336.83,140463.48,69932.81,663727.42,-593196.75,83950.08,0.0331,11122.07,0.0165,32,4.12,525,4.0,1.0,0.9357,8,31.6,2
2024-09,Online,Busan,App,F-Outdoor,Affinity,9325,0.02771,258,342,0.03213,10,13,63133.87,820740.28,526052.36,294687.93,144937.75,2465730.11,-2315979.93,82074.03,0.0222,18251.48,0.0187,37,4.25,624,5.9,0.9307,0.9716,6,27.8,1
2024-09,Online,Busan,App,F-Outdoor,VIP,9764,0.01855,181,228,0.03469,7,12,61905.35,742864.15,473471.3,269392.85,99379.27,2400410.19,-2230396.62,106123.45,0.0525,39036.65,0.0407,51,4.25,437,7.4,0.9741,0.9019,14,35.3,0
2024-10,Retail,Seoul,Direct,A-Standard,Mass,17070,0.0373,636,841,0.01694,14,19,31292.57,594558.82,400500.54,194058.28,287356.03,191108.79,-284406.55,42468.49,0.02,11880.08,0.0251,27,4.12,555,6.5,0.9372,0.8352,5,36.8,0
2024-10,Retail,Seoul,Direct,A-Standard,Affinity,14027,0.01776,249,269,0.02591,6,9,28706.61,258359.5,176622.49,81737.01,122113.87,2518414.64,-2558791.51,43059.92,0.0291,7520.08,0.0375,49,4.12,439,7.5,0.9017,0.9415,15,23.1,0
2024-10,Retail,Seoul,Direct,A-Standard,VIP,15107,0.03066,463,504,0.02731,13,19,30786.07,584935.29,394463.55,190471.74,151834.93,705165.54,-666528.72,44995.02,0.0601,35181.97,0.0279,46,4.35,528,7.5,0.9772,0.9068,10,32.5,2
2024-10,Retail,Seoul,Direct,B-Pro,Mass,12703,0.02145,272,309,0.02907,8,7,44645.8,312520.63,209015.09,103505.54,79546.48,1075656.99,-1051697.93,39065.08,0.0382,11936.75,0.0424,63,3.89,614,7.0,0.9682,0.9311,13,35.4,0
2024-10,Retail,Seoul,Direct,B-Pro,Affinity,9774,0.03151,307,385,0.02296,8,14,45070.21,630982.93,402529.06,228453.87,84799.92,2703975.14,-2560321.18,78872.87,0.0452,28492.26,0.0077,55,3.99,400,5.2,0.974,0.9459,13,19.4,2
2024-10,Retail,Seoul,Direct,B-Pro,VIP,13071,0.04019,525,623,0.02814,17,22,45035.77,990786.94,657495.75,333291.19,226656.73,2290565.16,-2183930.7,58281.58,0.029,28772.88,0.0264,10,4.41,316,5.8,0.947,0.9419,24,16.6,1
2024-10,Retail,Seoul,Direct,C-Ultra,Mass,8109,0.01283,104,123,0.01782,2,2,68646.04,137292.09,83177.48,54114.6,46296.73,386928.25,-379110.37,68646.04,0.0506,6942.31,0.0525,43,4.66,785,10.6,0.9101,0.9769,0,26.7,2
2024-10,Retail,Seoul,Direct,C-Ultra,Affinity,11306,0.02142,242,291,0.04225,12,19,70881.1,1346740.85,809431.35,537309.5,115826.41,2418682.21,-1997199.12,112228.4,0.0076,10299.39,0.0428,25,4.45,405,6.6,1.0,0.952,4,45.9,0
2024-10,Retail,Seoul,Direct,C-Ultra,VIP,9818,0.02081,204,239,0.03936,9,11,66715.85,733874.4,441251.26,292623.14,62756.86,2811166.52,-2581300.24,81541.6,0.0198,14498.79,0.0331,25,3.78,412,7.0,0.9365,0.9188,12,23.5,0
2024-10,Retail,Seoul,Direct,D-Home,Mass,14280,0.02459,351,416,0.02677,11,15,56095.25,841428.81,519871.42,321557.39,201593.74,2608107.08,-2488143.43,76493.53,0.0102,8548.2,0.0523,42,4.2,906,6.3,0.9635,0.8513,32,24.8,0
2024-10,Retail,Seoul,Direct,D-Home,Affinity,9732,0.02558,248,269,0.01859,5,3,56229.94,168689.83,104911.76,63778.07,134883.94,1497809.29,-1568915.17,33737.97,0.0594,10023.73,0.0347,44,3.68,779,8.0,1.0,0.8705,14,36.7,0
2024-10,Retail,Seoul,Direct,D-Home,VIP,11164,0.0151,168,183,0.03993,7,9,57351.62,516164.57,319604.62,196559.94,83640.53,506733.44,-393814.03,73737.8,0.0296,15284.59,0.0432,42,4.12,737,2.0,0.9692,0.9122,10,23.1,2
2024-10,Retail,Seoul,Direct,E-Office,Mass,11873,0.0267,316,349,0.02147,7,10,59254.94,592549.44,374642.58,217906.86,156374.64,2933989.23,-2872457.01,84649.92,0.0176,10445.81,0.0441,50,4.55,264,7.6,0.9602,0.9195,12,28.2,1
2024-10,Retail,Seoul,Direct,E-Office,Affinity,9310,0.02621,244,311,0.02213,6,6,58319.82,349918.91,207711.49,142207.42,133646.94,2766711.4,-2758150.91,58319.82,0.0655,22909.83,0.0322,48,3.87,520,11.7,0.9604,0.9604,13,26.7,2
2024-10,Retail,Seoul,Direct,E-Office,VIP,12739,0.02604,331,361,0.03191,11,15,61189.63,917844.46,560477.23,357367.24,153365.77,2997469.87,-2793468.41,83440.41,0.0405,37134.2,0.0335,55,4.26,647,6.4,0.9473,0.9481,11,38.7,2
2024-10,Retail,Seoul,Direct,F-Outdoor,Mass,12822,0.03092,396,425,0.03334,14,16,62157.56,994520.94,575965.83,418555.11,144403.51,2780915.13,-2506763.53,71037.21,0.0254,25289.57,0.0435,27,4.62,640,10.4,0.9654,0.9636,9,23.5,0
2024-10,Retail,Seoul,Direct,F-Outdoor,Affinity,9183,0.0278,255,274,0.03065,8,17,65817.01,1118889.23,702950.33,415938.89,87860.32,946570.75,-618492.18,139861.15,0.0599,66980.27,0.0332,45,4.66,566,6.0,0.9607,0.8727,2,29.9,2
2024-10,Retail,Seoul,Direct,F-Outdoor,VIP,14271,0.01652,235,300,0.02097,6,7,64102.49,448717.45,260736.25,187981.19,116861.59,1659028.27,-1587908.67,74786.24,0.0329,14740.79,0.0239,46,4.19,830,6.9,0.9602,0.9238,14,19.4,0
2024-10,Retail,Seoul,Partner,A-Standard,Mass,10002,0.02474,247,290,0.02709,7,8,31087.87,248702.94,165469.7,83233.24,88187.55,532070.03,-537024.34,35528.99,0.0247,6141.31,0.0409,46,4.41,536,5.2,0.9611,0.9915,19,35.9,2
2024-10,Retail,Seoul,Partner,A-Standard,Affinity,10619,0.03962,420,480,0.0303,14,11,31472.08,346192.83,235054.5,111138.33,95667.33,162133.32,-146662.32,24728.06,0.0399,13798.16,0.0432,40,4.2,597,5.8,0.9477,0.9474,1,39.1,5
2024-10,Retail,Seoul,Partner,A-Standard,VIP,10569,0.02677,282,311,0.03838,11,9,30255.69,272301.25,187775.44,84525.81,136028.36,1226904.71,-1278407.26,24754.66,0.0532,14473.82,0.0427,29,4.61,267,7.0,0.9209,0.8923,13,31.9,2
2024-10,Retail,Seoul,Partner,B-Pro,Mass,7847,0.02054,161,197,0.03525,6,7,46728.89,327102.21,217634.28,109467.93,88169.97,1161448.42,-1140150.46,54517.03,0.0264,8634.04,0.0309,34,3.84,391,9.7,0.8961,0.8631,11,33.7,3
2024-10,Retail,Seoul,Partner,B-Pro,Affinity,10954,0.02466,270,322,0.02809,9,5,43474.14,217370.72,143188.15,74182.57,109910.63,2161726.51,-2197454.57,24152.3,0.0412,8960.22,0.0304,31,4.52,185,9.2,1.0,0.9155,4,31.9,0
2024-10,Retail,Seoul,Partner,B-Pro,VIP,10479,0.02764,289,376,0.03639,13,10,43502.45,435024.5,278638.26,156386.24,142955.12,891322.33,-877891.21,33463.42,0.0553,24067.04,0.0344,39,4.21,635,10.0,0.9526,0.888,2,31.9,3
2024-10,Retail,Seoul,Partner,C-Ultra,Mass,9608,0.03256,312,344,0.02439,8,10,71051.18,710511.84,445234.15,265277.69,87299.08,666119.46,-488140.85,88813.98,0.0305,21652.01,0.0375,39,4.13,476,8.6,1.0,1.0,3,44.9,0
2024-10,Retail,Seoul,Partner,C-Ultra,Affinity,8671,0.03316,287,320,0.02266,7,11,73254.79,805802.71,504480.62,301322.09,87153.11,1759323.11,-1545154.13,115114.67,0.0367,29534.76,0.0317,65,4.4,380,5.5,0.9178,0.894,9,30.6,1
2024-10,Retail,Seoul,Partner,C-Ultra,VIP,7351,0.02366,173,217,0.01901,4,6,73445.71,440674.27,268146.78,172527.49,86588.52,66887.48,19051.49,110168.57,0.0401,17660.5,0.0396,36,4.66,256,9.0,0.9304,0.9307,18,38.4,0
2024-10,Retail,Seoul,Partner,D-Home,Mass,10562,0.02898,306,367,0.02565,9,12,55854.39,670252.63,432397.94,237854.68,162419.82,1212396.59,-1136961.72,74472.51,0.0171,11457.45,0.0339,40,4.71,84,7.5,0.935,0.932,1,25.5,0
2024-10,Retail,Seoul,Partner,D-Home,Affinity,11463,0.0401,459,520,0.01886,9,15,57081.45,856221.74,524526.63,331695.11,136976.5,2170750.81,-1976032.2,95135.75,0.033,28253.77,0.0248,48,4.72,918,9.2,0.9653,0.9561,20,21.9,3
2024-10,Retail,Seoul,Partner,D-Home,VIP,10379,0.01869,193,229,0.02739,6,8,54555.6,436444.77,282319.65,154125.12,106967.09,802795.65,-755637.62,72740.8,0.0179,7820.49,0.018,32,3.99,631,4.8,0.9807,1.0,11,27.7,0
2024-10,Retail,Seoul,Partner,E-Office,Mass,9871,0.03632,358,391,0.02542,9,15,58377.38,875660.77,566633.42,309027.35,108696.65,2565275.74,-2364945.03,97295.64,0.0258,22612.64,0.0349,41,4.54,364,5.2,1.0,0.9031,6,25.5,0
2024-10,Retail,Seoul,Partner,E-Office,Affinity,9238,0.01955,180,223,0.01998,4,6,57156.87,342941.23,202514.59,140426.64,96945.5,1967973.15,-1924492.02,85735.31,0.0594,20360.13,0.0351,35,4.18,105,6.6,1.0,0.9188,20,21.7,2
2024-10,Retail,Seoul,Partner,E-Office,VIP,9912,0.03175,314,336,0.02414,8,12,60471.2,725654.44,453027.0,272627.43,93073.85,2580135.93,-2400582.34,90706.8,0.044,31919.4,0.031,39,4.54,730,8.8,0.9611,0.9898,13,18.0,1
2024-10,Retail,Seoul,Partner,F-Outdoor,Mass,8961,0.02949,264,306,0.01309,4,4,67813.77,271255.07,164836.26,106418.81,108422.36,2927348.54,-2929352.1,67813.77,0.05,13553.44,0.0108,45,3.94,335,6.8,0.964,0.8923,4,14.7,0
2024-10,Retail,Seoul,Partner,F-Outdoor,Affinity,9125,0.01466,133,143,0.02195,3,6,67723.61,406341.68,260477.17,145864.51,51516.05,866779.21,-772430.76,135447.23,0.0482,19575.8,0.0323,50,4.54,480,6.1,1.0,0.9429,9,36.0,1
2024-10,Retail,Seoul,Partner,F-Outdoor,VIP,9134,0.03279,299,398,0.02876,11,12,63095.9,757150.79,432888.01,324262.78,115058.87,878266.06,-669062.15,68831.89,0.0338,25623.65,0.0117,49,3.91,761,5.9,0.938,0.8991,14,40.2,4
2024-10,Retail,Seoul,Marketplace,A-Standard,Mass,15476,0.03004,464,490,0.01803,8,14,29906.6,418692.43,295839.3,122853.13,162875.41,346864.3,-386886.58,52336.55,0.033,13805.78,0.0433,53,4.96,655,6.1,1.0,0.9156,5,25.4,0
2024-10,Retail,Seoul,Marketplace,A-Standard,Affinity,14880,0.01249,185,238,0.02262,5,6,28569.47,171416.83,116411.63,55005.2,84298.01,2958560.89,-2987853.7,34283.37,0.0281,4817.5,0.0118,33,4.57,536,5.4,0.9657,1.0,15,23.8,1
2024-10,Retail,Seoul,Marketplace,A-Standard,VIP,19602,0.02642,517,661,0.03459,22,38,29607.54,1125086.58,744806.77,380279.8,122953.28,1041886.62,-784560.1,51140.3,0.0579,65089.09,0.0305,38,4.38,126,4.5,0.9456,0.9933,10,38.6,0
2024-10,Retail,Seoul,Marketplace,B-Pro,Mass,13889,0.02586,359,380,0.0272,10,15,43663.32,654949.84,431143.63,223806.21,127768.61,1861501.73,-1765464.13,65494.98,0.0281,18404.02,0.0582,38,4.5,305,6.1,0.9372,0.9175,19,31.4,0
2024-10,Retail,Seoul,Marketplace,B-Pro,Affinity,15428,0.02621,404,436,0.02266,9,7,46346.51,324425.6,210973.6,113452.0,155507.43,2250261.88,-2292317.31,36047.29,0.0314,10181.42,0.0565,46,4.29,584,7.4,0.9513,0.9399,16,20.8,0
2024-10,Retail,Seoul,Marketplace,B-Pro,VIP,12285,0.0141,173,202,0.02011,4,3,46778.78,140336.34,91674.06,48662.28,121149.8,2030257.11,-2102744.63,35084.09,0.0118,1654.24,0.0288,43,4.39,909,8.1,0.9345,0.9427,12,35.3,4
2024-10,Retail,Seoul,Marketplace,C-Ultra,Mass,13744,0.03187,438,494,0.02489,12,16,73378.54,1174056.67,692348.3,481708.38,121717.73,937501.42,-577510.77,97838.06,0.0458,53828.67,0.0276,32,4.26,607,3.7,0.9314,0.9456,18,29.8,2
2024-10,Retail,Seoul,Marketplace,C-Ultra,Affinity,16473,0.02552,420,544,0.03044,16,21,72104.67,1514198.08,896412.07,617786.01,214685.45,1774215.67,-1371115.1,94637.38,0.0113,17117.5,0.0422,25,4.8,519,6.5,0.9909,0.993,3,29.1,5
2024-10,Retail,Seoul,Marketplace,C-Ultra,VIP,15212,0.01795,273,295,0.02497,7,8,71599.98,572799.81,326965.41,245834.4,166035.04,712038.24,-632238.88,81828.54,0.0128,7305.01,0.0181,54,4.45,576,8.8,0.979,0.9192,13,34.5,0
2024-10,Retail,Seoul,Marketplace,D-Home,Mass,14005,0.02624,367,485,0.0221,10,18,56395.12,1015112.21,682173.59,332938.62,112546.66,681351.87,-460959.91,101511.22,0.031,31503.69,0.0354,64,3.57,735,9.5,0.9857,0.9417,14,24.5,0
2024-10,Retail,Seoul,Marketplace,D-Home,Affinity,14426,0.03043,438,553,0.02986,16,16,52637.41,842198.54,509897.24,332301.29,220707.79,1071619.37,-960025.87,52637.41,0.0186,15698.91,0.0442,71,4.57,582,6.6,0.9264,1.0,0,32.2,0
2024-10,Retail,Seoul,Marketplace,D-Home,VIP,11957,0.02802,335,411,0.02976,12,18,54957.8,989240.33,618067.66,371172.67,137195.62,517070.94,-283093.9,82436.69,0.0157,15556.5,0.0391,40,3.85,673,7.4,0.9139,0.9614,8,38.9,0
2024-10,Retail,Seoul,Marketplace,E-Office,Mass,12898,0.02396,309,389,0.02381,9,16,59931.71,958907.32,624477.27,334430.05,131880.53,2564477.82,-2361928.3,106545.26,0.0197,18889.22,0.0316,43,4.56,352,7.7,0.9728,0.8972,18,24.0,1
2024-10,Retail,Seoul,Marketplace,E-Office,Affinity,18190,0.02517,457,596,0.03168,18,17,61236.77,1041025.08,623930.04,417095.03,223702.88,2164319.36,-1970927.21,57834.73,0.0278,28988.08,0.0337,46,4.45,505,6.7,0.9502,0.953,18,23.6,0
2024-10,Retail,Seoul,Marketplace,E-Office,VIP,15696,0.037,580,753,0.04057,30,37,60690.68,2245555.15,1363065.97,882489.18,193768.2,1978801.82,-1290080.84,74851.84,0.0348,78057.15,0.0426,46,4.63,547,6.8,0.9833,0.8991,11,19.2,0
2024-10,Retail,Seoul,Marketplace,F-Outdoor,Mass,13693,0.0133,182,198,0.01986,3,3,66107.05,198321.14,125898.99,72422.15,77618.98,2600368.6,-2605565.43,66107.05,0.0569,11293.95,0.0398,47,4.4,506,8.6,0.9767,0.9014,12,34.5,0
2024-10,Retail,Seoul,Marketplace,F-Outdoor,Affinity,18206,0.01607,292,335,0.01755,5,8,64522.11,516176.85,321594.48,194582.37,86834.73,2731340.49,-2623592.85,103235.37,0.0402,20770.97,0.0361,28,4.2,535,6.9,0.9351,0.8839,5,31.0,0
2024-10,Retail,Seoul,Marketplace,F-Outdoor,VIP,14882,0.0201,299,337,0.02557,8,8,65262.48,522099.81,300527.17,221572.65,136463.62,3035551.8,-2950442.78,65262.48,0.0286,14954.44,0.0282,32,4.63,759,6.7,1.0,0.906,12,22.1,0
2024-10,Retail,Seoul,App,A-Standard,Mass,12297,0.0233,286,305,0.02621,7,8,30246.32,241970.54,169695.76,72274.78,113088.25,1526970.33,-1567783.8,34567.22,0.0525,12705.91,0.0287,25,4.34,646,8.2,0.8786,0.9496,15,31.1,2
2024-10,Retail,Seoul,App,A-Standard,Affinity,13324,0.02412,321,403,0.03464,13,18,30259.53,544671.5,375972.19,168699.31,158263.94,701233.47,-690798.1,41897.81,0.0,0.0,0.0284,45,4.57,827,2.0,0.9771,0.9233,1,22.8,0
2024-10,Retail,Seoul,App,A-Standard,VIP,10530,0.02938,309,389,0.02292,8,11,29679.32,326472.55,229346.85,97125.7,123840.44,2074827.34,-2101542.08,40809.07,0.0555,18116.21,0.0321,49,3.81,488,7.2,0.995,0.9415,17,23.4,4
2024-10,Retail,Seoul,App,B-Pro,Mass,9593,0.02352,225,285,0.01549,4,8,43454.19,347633.51,235950.8,111682.71,57383.73,1070773.88,-1016474.9,86908.38,0.0319,11078.52,0.0365,32,3.85,503,8.1,0.9352,0.9124,33,24.4,3
2024-10,Retail,Seoul,App,B-Pro,Affinity,12217,0.01556,190,221,0.02459,5,8,46150.93,369207.47,233926.98,135280.48,96314.45,2324595.88,-2285629.85,73841.49,0.046,16972.3,0.0165,50,4.32,340,5.6,0.972,0.9572,12,39.7,0
2024-10,Retail,Seoul,App,B-Pro,VIP,11493,0.03015,346,460,0.02953,13,9,46800.04,421200.35,263520.01,157680.34,173429.85,2139090.65,-2154840.16,32400.03,0.0283,11932.22,0.0321,52,4.22,238,3.7,0.9638,0.9965,8,25.6,2
2024-10,Retail,Seoul,App,C-Ultra,Mass,12549,0.01259,157,204,0.01866,3,3,69290.37,207871.1,117211.75,90659.36,91563.7,2473203.34,-2474107.69,69290.37,0.0471,9795.62,0.0516,42,4.26,695,4.4,1.0,0.8616,19,9.7,0
2024-10,Retail,Seoul,App,C-Ultra,Affinity,12390,0.02787,345,436,0.02199,9,14,72106.06,1009484.79,635156.25,374328.53,199086.24,2680551.2,-2505308.91,112164.98,0.0345,34827.76,0.0213,26,4.45,284,7.7,0.9574,0.9868,12,34.5,0
2024-10,Retail,Seoul,App,C-Ultra,VIP,9782,0.03168,309,361,0.02842,10,15,69986.3,1049794.47,662975.21,386819.26,159411.48,431049.98,-203642.2,104979.45,0.0455,47752.93,0.0145,47,3.99,915,6.2,0.9811,0.9136,15,38.1,0
2024-10,Retail,Seoul,App,D-Home,Mass,11356,0.01754,199,250,0.01766,4,4,54490.96,217963.84,143801.31,74162.53,122394.13,1062042.34,-1110273.94,54490.96,0.0137,2996.06,0.0411,36,4.17,503,10.8,0.9637,0.8561,13,37.8,3
2024-10,Retail,Seoul,App,D-Home,Affinity,15091,0.02099,316,341,0.02769,9,7,57302.25,401115.73,262695.04,138420.69,102463.47,1884377.68,-1848420.46,44568.41,0.0291,11666.74,0.0282,41,4.1,566,2.1,0.9352,0.9228,7,30.6,2
2024-10,Retail,Seoul,App,D-Home,VIP,9692,0.02599,251,306,0.02038,6,10,57185.08,571850.82,372676.31,199174.51,96251.54,3020022.14,-2917099.17,95308.47,0.0453,25892.19,0.0287,33,4.11,413,7.6,0.9521,0.8746,7,34.7,0
2024-10,Retail,Seoul,App,E-Office,Mass,12738,0.03475,442,467,0.01933,9,16,58617.26,937876.12,570139.72,367736.4,143385.09,1396918.74,-1172567.43,104208.46,0.0318,29792.11,0.0321,44,4.74,401,5.9,0.9778,0.9589,22,37.6,1
2024-10,Retail,Seoul,App,E-Office,Affinity,10412,0.02229,232,305,0.02603,7,10,57593.97,575939.72,365838.92,210100.79,111075.65,564817.59,-465792.44,82277.1,0.0309,17811.77,0.0269,46,4.1,886,6.7,0.9176,0.9674,13,17.0,0
2024-10,Retail,Seoul,App,E-Office,VIP,12135,0.02712,329,388,0.02842,11,15,58498.78,877481.69,512314.95,365166.74,200950.5,2359292.63,-2195076.39,79771.06,0.0332,29108.29,0.0319,38,4.35,474,11.0,1.0,0.9442,14,43.6,4
2024-10,Retail,Seoul,App,F-Outdoor,Mass,10125,0.02385,241,307,0.0331,10,12,68226.93,818723.12,521220.43,297502.69,128581.95,1501285.57,-1332364.84,81872.31,0.04,32742.33,0.0432,64,4.01,924,3.4,0.9393,0.91,0,20.6,0
2024-10,Retail,Seoul,App,F-Outdoor,Affinity,12771,0.02633,336,353,0.02474,8,8,65831.69,526653.53,335085.19,191568.35,92349.0,1265529.27,-1166309.92,65831.69,0.0551,29025.0,0.0288,23,4.93,846,5.1,0.9762,0.998,16,39.4,0
2024-10,Retail,Seoul,App,F-Outdoor,VIP,11177,0.02623,293,314,0.03214,10,17,67046.91,1139797.54,692514.96,447282.58,99086.5,1631068.5,-1282872.42,113979.75,0.0306,34835.02,0.0338,38,4.6,684,6.6,0.9594,0.8964,16,24.9,1
2024-10,Retail,Busan,Direct,A-Standard,Mass,9482,0.023,218,256,0.03374,8,9,31380.75,282426.77,193534.85,88891.91,107489.37,1116442.55,-1135040.0,35303.35,0.0166,4682.95,0.0347,42,3.69,672,9.4,0.9637,0.9236,19,41.5,4
2024-10,Retail,Busan,Direct,A-Standard,Affinity,9272,0.02812,260,291,0.02769,8,10,29027.91,290279.06,190449.04,99830.01,54907.82,2938094.52,-2893172.32,36284.88,0.0447,12963.26,0.0232,58,4.03,600,5.8,0.9492,0.9035,20,25.3,1
2024-10,Retail,Busan,Direct,A-Standard,VIP,7939,0.02561,203,215,0.03512,7,10,28851.57,288515.71,197181.78,91333.93,62351.29,1781510.97,-1752528.33,41216.53,0.0523,15075.46,0.0309,42,4.48,473,6.1,0.9336,0.9269,2,20.9,0
2024-10,Retail,Busan,Direct,B-Pro,Mass,9055,0.02224,201,258,0.02065,5,5,46621.68,233108.39,155306.22,77802.17,65706.89,567707.68,-555612.4,46621.68,0.0282,6575.86,0.0442,31,4.33,527,12.9,0.9426,0.9753,10,36.5,4
2024-10,Retail,Busan,Direct,B-Pro,Affinity,9007,0.02908,261,340,0.03309,11,8,43017.74,344141.93,224147.28,119994.65,75080.2,802546.34,-757631.89,31285.63,0.0352,12114.54,0.0424,42,3.87,282,4.7,0.9215,0.8988,4,16.1,1
2024-10,Retail,Busan,Direct,B-Pro,VIP,11154,0.03278,365,402,0.02592,10,16,42794.18,684706.91,436966.66,247740.25,169125.57,2866057.71,-2787443.02,68470.69,0.0401,27441.69,0.0353,19,4.34,946,9.1,1.0,0.9195,8,19.1,0
2024-10,Retail,Busan,Direct,C-Ultra,Mass,10063,0.03222,324,381,0.03041,11,12,68991.81,827901.72,520892.96,307008.76,190464.94,2938942.89,-2822399.06,75263.79,0.017,14033.08,0.0474,82,3.83,263,4.5,0.9099,0.9779,19,22.4,0
2024-10,Retail,Busan,Direct,C-Ultra,Affinity,8691,0.02301,199,249,0.03591,8,7,71534.96,500744.7,308804.77,191939.93,68385.32,484423.97,-360869.36,62593.09,0.0565,28294.31,0.0309,44,4.37,405,9.4,0.9727,0.9621,1,41.5,0
2024-10,Retail,Busan,Direct,C-Ultra,VIP,10040,0.03223,323,417,0.01861,7,8,67062.27,536498.18,304063.15,232435.03,105895.31,2949743.02,-2823203.29,76642.6,0.0399,21393.72,0.0316,39,4.32,567,6.3,0.9528,0.9427,13,23.5,0
2024-10,Retail,Busan,Direct,D-Home,Mass,10201,0.02516,256,300,0.01667,5,6,55882.5,335294.98,206665.32,128629.66,69609.27,1959729.63,-1900709.23,67059.0,0.0043,1427.04,0.0323,49,3.85,78,3.7,0.9485,0.9047,9,41.8,0
